similar_product,similar_inv_scancode,similar_inv_pk,similarity_score,similar_brd_name,similar_dpt_name,original_product,inv_pk,brd_name,inv_scancode
organic gold beets with greens,282116,94539,0.9602493,Produce                       ,Produce                       ,glass bottle deposit $2,50355,Produce                       ,94059
brussels sprouts,67815,4550,0.9650463,Produce                       ,Produce                       ,glass bottle deposit $2,50355,Produce                       ,94059
organic chinese broccoli gai lan,59051,94548,0.9930091,Produce                       ,Produce                       ,glass bottle deposit $2,50355,Produce                       ,94059
organic green madeley kale,46730,94896,0.97621125,Stick-n-Stone Farm            ,Produce                       ,glass bottle deposit $2,50355,Produce                       ,94059
golden delicious apples,1031647,4021,0.96966004,Produce                       ,Produce                       ,coffee instant decaffeinated,45149,Produce                       ,4196
cv apples rave,315989,3487,0.96191937,Stemlit                       ,Produce                       ,coffee instant decaffeinated,45149,Produce                       ,4196
gala apples tote,54719,4134,0.9732741,Produce                       ,Produce                       ,coffee instant decaffeinated,45149,Produce                       ,4196
empire apples,54715,4126,0.9732197,Produce                       ,Produce                       ,coffee instant decaffeinated,45149,Produce                       ,4196
northern spy apples,45991,3077,0.9646937,Black Diamond Farm & Cider    ,Produce                       ,coffee instant decaffeinated,45149,Produce                       ,4196
madagascar vanilla lip balm,134294,6.34E+11,0.9761121,Badger                        ,Body Care                     ,organic yellow nectarines,50500,Badger                        ,6.34E+11
lip balm sweet orange,67953,6.34E+11,0.96723753,Badger                        ,Body Care                     ,organic yellow nectarines,50500,Badger                        ,6.34E+11
lip balm cinnamon swirl,50502,6.34E+11,0.9818782,Badger                        ,Body Care                     ,organic yellow nectarines,50500,Badger                        ,6.34E+11
lip balm peppermint stick,50501,6.34E+11,0.9761121,Badger                        ,Body Care                     ,organic yellow nectarines,50500,Badger                        ,6.34E+11
lip balm mint og,33015,6.34E+11,0.9761121,Badger                        ,Body Care                     ,organic yellow nectarines,50500,Badger                        ,6.34E+11
madagascar vanilla lip balm,134294,6.34E+11,1.0000001,Badger                        ,Body Care                     ,organic yellow peaches,50501,Badger                        ,6.34E+11
lip balm sweet orange,67953,6.34E+11,0.9883075,Badger                        ,Body Care                     ,organic yellow peaches,50501,Badger                        ,6.34E+11
lip balm cinnamon swirl,50502,6.34E+11,0.97385776,Badger                        ,Body Care                     ,organic yellow peaches,50501,Badger                        ,6.34E+11
lip balm orange spice,50500,6.34E+11,0.9761121,Badger                        ,Body Care                     ,organic yellow peaches,50501,Badger                        ,6.34E+11
lip balm mint og,33015,6.34E+11,1.0000001,Badger                        ,Body Care                     ,organic yellow peaches,50501,Badger                        ,6.34E+11
gift bag fabric handmade,52176,11497,0.9765594,South Wedge Food Program      ,Mercantile                    ,unsweetened soy milk,50519,South Wedge Food Program      ,11447
organic a2 whole milk plastic bottle,48315,11361,1,Crystal Valley Creamery       ,Refrigerated                  ,tea decaf english breakfast og,50795,Crystal Valley Creamery       ,11459
organic a2 whole milk,48198,11357,1,Crystal Valley Creamery       ,Refrigerated                  ,tea decaf english breakfast og,50795,Crystal Valley Creamery       ,11459
thc vanilla cola,1318900,7.20E+11,0.96480775,Ayrloom                       ,Packaged Grocery              ,cheese df american slices,50796,Polar Seltzer                 ,71537001204
blood orange sparkling water,1037654,8.50E+11,0.968796,Spindrift                     ,Packaged Grocery              ,cheese df american slices,50796,Polar Seltzer                 ,71537001204
lions mane sparkling drink,1028644,1.98E+11,0.9653418,Brez                          ,Packaged Grocery              ,cheese df american slices,50796,Polar Seltzer                 ,71537001204
elderflower starlight seltzer,1024632,71537022056,0.96208465,Polar Seltzer                 ,Packaged Grocery              ,cheese df american slices,50796,Polar Seltzer                 ,71537001204
nectarine grapefruit seltzer,1024631,71537022049,0.96169895,Polar Seltzer                 ,Packaged Grocery              ,cheese df american slices,50796,Polar Seltzer                 ,71537001204
candy cane og 10pk,58534,8.10E+11,1.0000001,YumEarth                      ,Packaged Grocery              ,old time cider,50528,YumEarth                      ,8.10E+11
strawberry vanilla hemp granola,383226,7277,0.97169846,Abundance Bulk                ,Bulk                          ,bluegrass russet cider,29978,Small World Food              ,6333
granola cherry stache,59381,6785,0.9644588,Small World Food              ,Bulk                          ,bluegrass russet cider,29978,Small World Food              ,6333
granola maple crunch,38100,6347,0.9869509,Our Daily Eats                ,Bulk                          ,bluegrass russet cider,29978,Small World Food              ,6333
lemon coconut granola,30793,6335,0.9755347,Our Daily Eats                ,Bulk                          ,bluegrass russet cider,29978,Small World Food              ,6333
hemp plus granola,9555,6309,0.9717474,Nature's Path                 ,Bulk                          ,bluegrass russet cider,29978,Small World Food              ,6333
soap hand lemon eucalyptus,58480,6.40E+11,0.97270143,Kirk's                        ,Body Care                     ,skyr yogurt plain ff,50826,Field Day                     ,42563604349
soap hand liquid lavender,50812,42563604325,0.9780304,Field Day                     ,Body Care                     ,skyr yogurt plain ff,50826,Field Day                     ,42563604349
soap hand liquid citrus thyme,50810,42563604332,0.9914769,Field Day                     ,Body Care                     ,skyr yogurt plain ff,50826,Field Day                     ,42563604349
fresh mango body butter,553098,7.18E+11,0.9728412,Desert Essence                ,Body Care                     ,organic rainier cherries,50811,Field Day                     ,42563604523
shea & jojoba body butter,520246,7.18E+11,1,Desert Essence                ,Body Care                     ,organic rainier cherries,50811,Field Day                     ,42563604523
lotion hand body citrus thyme,50823,42563604530,1,Field Day                     ,Body Care                     ,organic rainier cherries,50811,Field Day                     ,42563604523
lotion hand body lavender,50817,42563604516,0.971996,Field Day                     ,Body Care                     ,organic rainier cherries,50811,Field Day                     ,42563604523
lotion hand body coconut lime,50809,42563604509,1,Field Day                     ,Body Care                     ,organic rainier cherries,50811,Field Day                     ,42563604523
soap liquid castile hemp eucalyptus,20893,18787763162,0.99999994,Dr  Bronner's                 ,Body Care                     ,tomato basil sauce,13130,Dr  Bronner's                 ,18787769164
soap liquid castile hemp almond,20871,18787761168,0.9968282,Dr  Bronner's                 ,Body Care                     ,tomato basil sauce,13130,Dr  Bronner's                 ,18787769164
soap liquid castile peppermint,13129,18787765166,0.99999994,Dr  Bronner's                 ,Body Care                     ,tomato basil sauce,13130,Dr  Bronner's                 ,18787769164
castile soap lavender,13128,18787764169,0.99999994,Dr  Bronner's                 ,Body Care                     ,tomato basil sauce,13130,Dr  Bronner's                 ,18787769164
soap liquid castile baby,13127,18787762165,0.9988921,Dr  Bronner's                 ,Body Care                     ,tomato basil sauce,13130,Dr  Bronner's                 ,18787769164
andean socks,1167795,7.46E+11,0.9763025,Andes Gifts                   ,Mercantile                    ,ragg sox og cotton 9-11 chstnt,39773,Andes Gifts                   ,8.05E+11
mug cozies,1167794,8.05E+11,0.9858994,Andes Gifts                   ,Mercantile                    ,ragg sox og cotton 9-11 chstnt,39773,Andes Gifts                   ,8.05E+11
kids fruit hat,1167793,7.46E+11,0.9822413,Andes Gifts                   ,Mercantile                    ,ragg sox og cotton 9-11 chstnt,39773,Andes Gifts                   ,8.05E+11
coin pouch,1167792,7.46E+11,0.9741047,Andes Gifts                   ,Mercantile                    ,ragg sox og cotton 9-11 chstnt,39773,Andes Gifts                   ,8.05E+11
hand puppet,1167791,7.46E+11,0.9723727,Andes Gifts                   ,Mercantile                    ,ragg sox og cotton 9-11 chstnt,39773,Andes Gifts                   ,8.05E+11
andean socks,1167795,7.46E+11,0.9812874,Andes Gifts                   ,Mercantile                    ,ragg sox og cotton 10-13 chstn,51945,Andes Gifts                   ,8.05E+11
mug cozies,1167794,8.05E+11,0.9818102,Andes Gifts                   ,Mercantile                    ,ragg sox og cotton 10-13 chstn,51945,Andes Gifts                   ,8.05E+11
kids fruit hat,1167793,7.46E+11,0.9745759,Andes Gifts                   ,Mercantile                    ,ragg sox og cotton 10-13 chstn,51945,Andes Gifts                   ,8.05E+11
coin pouch,1167792,7.46E+11,0.9814261,Andes Gifts                   ,Mercantile                    ,ragg sox og cotton 10-13 chstn,51945,Andes Gifts                   ,8.05E+11
hand puppet,1167791,7.46E+11,0.97218335,Andes Gifts                   ,Mercantile                    ,ragg sox og cotton 10-13 chstn,51945,Andes Gifts                   ,8.05E+11
"straw hat kenny 4 5"" brim",662978,7.59E+11,0.97737104,Goldcoast Sunwear             ,Mercantile                    ,ragg sox purple 9-11,51947,Andes Gifts                   ,8.05E+11
oliver walker hat,553265,7.59E+11,0.99087137,Goldcoast Sunwear             ,Mercantile                    ,ragg sox purple 9-11,51947,Andes Gifts                   ,8.05E+11
